id,commun,sujet_perso,verbale,nominale,part_motif,adverbe_neg,weight,info,coupable,victime,genre,nombre
1008,,,"{ .objet.cod({ .a(soupçonné,soupçonner,soupçonne,soupçonnes,soupçonne,soupçonnons,soupçonnez,soupçonnent) }) } d’être { .objet.gn(un,une,des,des) } agent{ .objet.es } de la CIA","{ .s_comp(les ,soupçons) } envers { .objet.tonique } de travailler à la CIA",,,10,1002,sujet,objet,M,P
1009,,,"{ .est() }{ .sujet.gn(un,une,des,des) } agent{ .sujet.es } de la CIA","{ .s_comp(l’,appartenance à la CIA) }",,,10,,sujet,,F,S
1010,,,"{ .a(refusé,refuser,refuse,refuses,refuse,refusons,refusez,refusent) } de { .sujet.se(faire vacciner) }","{ .s_comp(le ,refus de la vaccination) }",,,10,1035,sujet,,M,S
1011,,,"{ .a(reçu,recevoir,reçois,reçois,reçoit,recevons,recevez,reçoivent) } le prix Nobel de la Paix",{ .s(la ) }réception du prix Nobel de la Paix{ .s( par { .sujet.tonique }) },,,10,1003,,,F,S
1012,,,{ .etre } suspendu{ .sujet.es } de Twitter,"{ .s_comp(la ,suspension de Twitter) }",{ .pour_motif },,10,1004,,sujet,F,S
1013,,,"{ .objet.cod({ .a(invité,inviter,invite,invites,invite,invitons,invitez,invitent) }) } (pour|sur) une vidéo YouTube",{ .objet.comp({ .s(l’) }invitation) } sur { .sujet.comp(la chaîne YouTube) },,,10,1005,sujet,,F,S
1014,,,"{ .a(décidé,décider,décide,décides,décide,décidons,décidez,décident) } de reformer les Daft Punk",la reformation des Daft Punk par { .sujet.tonique },,,10,1006,,,F,S
1015,,,"{ .a(quitté,quitter,quitte,quittes,quitte,quittons,quittez,quittent) } la famille royale britannique","{ .s_comp(le ,départ de la famille royale britannique) }",,,10,1007,sujet,,M,S
1016,,,"{ .objet.cod({ .a(invité,inviter,invite,invites,invite,invitons,invitez,invitent) }) } sur { .sujet.comp_implicite(la chaîne) } Twitch",{ .objet.comp({ .s(l’) }invitation) } sur { .sujet.comp(la chaîne Twitch) },,,10,1008,sujet,,F,S
1017,,,"{ .objet.cod({ .a(harcelé,harceler,harcèle,harcèles,harcèle,harcelons,harcelez,harcèlent) }) }",{ .objet.comp({ .s(le ) }harcèlement) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1009,sujet,objet,M,S
1018,,,"{ .a(appelé,appeler,appelle,appelles,appelle,appelons,appelez,appellent) } { .objet.comp(au harcèlement) }","{ .s_comp(l’,appel) } { .objet.comp(au harcèlement) }",{ .parce_que_motif },,10,1009,sujet,objet,M,S
1019,,,"{ .est(parti,partir,pars,pars,part,partons,partez,partent) } en croisade contre { .objet.tonique }","{ .s_comp(la ,croisade) } contre { .objet.tonique }",{ .parce_que_motif },,10,1010,sujet,objet,F,S
1020,{ .comment = s(( au couteau)?( dans la rue)?) },,"{ .objet.cod({ .a(agressé,agresser,agresse,agresses,agresse,agressons,agressez,agressent) }) }{ .comment }","{ .s_comp(l’,agression{ .comment }) } envers { .objet.tonique }",{ .parce_que_motif },,10,1011,sujet,objet,F,S
1021,,,"{ .sujet.se({ .est(ligué{ .sujet.es },liguer,ligue,ligues,ligue,liguons,liguez,liguent) }) } contre { .objet.tonique }","{ .s_comp(la ,levée de bouclier{ .sujet.s }) } contre { .objet.tonique }",{ .parce_que_motif },,10,1012,sujet,objet,F,S
1022,,,"{ .a(refusé,refuser,refuse,refuses,refuse,refusons,refusez,refusent) } de débattre avec { .objet.tonique }","{ .s_comp(le ,refus du débat) } avec { .objet.tonique }",{ .parce_que_motif },,10,1013,sujet,objet,M,S
1023,,,"{ .a(refusé,refuser,refuse,refuses,refuse,refusons,refusez,refusent) } le débat avec { .objet.tonique }","{ .s_comp(le ,refus du débat) } avec { .objet.tonique }",{ .parce_que_motif },,10,1013,sujet,objet,M,S
1024,,,"{ .a(voulu,vouloir,veux,veux,veut,voulons,voulez,veulent) } { .objet.cod(faire taire) }","{ .s_comp(la ,tentative { .objet.comp(de censure) }) }",,,10,1014,sujet,objet,F,S
1025,,,"{ .objet.cod({ .a(censuré,censurer,censure,censures,censure,censurons,censurez,censurent) }) }",{ .objet.comp({ .s(la ) }censure) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1015,sujet,objet,F,S
1026,,,"{ .objet.cod({ .a(fait,faire,fais,fais,fait,faisons,faites,font) } censurer) }",{ .objet.comp({ .s(la ) }censure) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1015,sujet,objet,F,S
1027,,,"{ .a(appelé,appeler,appelle,appelles,appelle,appelons,appelez,appellent) } à la haine contre { .objet.tonique }","{ .s_comp(l’,appel à la haine) } envers { .objet.tonique }",{ .parce_que_motif },,10,1016,sujet,objet,M,S
1028,,,{ .etre } reçu{ .sujet.es } à l’Élysée,"{ .s_comp(la ,réception) } à l’Élysée",,,10,1017,,,F,S
1029,,,"{ .a(explosé,exploser,explose,exploses,explose,explosons,explosez,explosent) }","{ .s_comp(l’,explosion) }",,,10,1018,,sujet,F,S
1030,,,"{ .a(participé,participer,participe,participes,participe,participons,participez,participent) } à des dîners clandestins pendant le confinement","{ .s_comp(la ,participation) } à des dîners clandestins",,,10,1019,sujet,,F,S
1031,,,"{ .a(mangé,manger,mange,manges,mange,mangeons,mangez,mangent) } les riches","{ .s_comp(la ,consommation de riches) }",,,10,,sujet,,F,S
1032,,,{ .etre } boycotté{ .sujet.es } par { .objet.tonique },"{ .s_comp(le ,boycott) } par { .objet.tonique }",{ .pour_motif },,10,1020,objet,sujet,M,S
1033,,,"{ .a(appelé,appeler,appelle,appelles,appelle,appelons,appelez,appellent) } { .objet.comp(au boycott) }",{ .s(l’) }appel { .objet.comp(au boycott) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1021,sujet,objet,M,S
1034,,,"{ .objet.cod({ .a(boycotté,boycotter,boycotte,boycottes,boycotte,boycottons,boycottez,boycottent) }) }",{ .objet.comp({ .s(le ) }boycott) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1021,sujet,objet,M,S
1035,,,"{ .a(interdit,interdire,interdis,interdis,interdit,interdisons,interdisez,interdisent) } l’écriture inclusive",{ .s(l’) }interdiction de l’écriture inclusive{ .s( par { .sujet.tonique }) },,,10,1022,,,F,S
1036,,,"{ .a(décidé,décider,décide,décides,décide,décidons,décidez,décident) } d’interdire l’écriture inclusive",{ .s(l’) }interdiction de l’écriture inclusive{ .s( par { .sujet.tonique }) },,,10,1022,,,F,S
1037,,,"{ .a(interdit,interdire,interdis,interdis,interdit,interdisons,interdisez,interdisent) } les pronoms",{ .s(l’) }interdiction des pronoms{ .s( par { .sujet.tonique }) },,,10,1023,,,F,S
1038,,,"{ .a(décidé,décider,décide,décides,décide,décidons,décidez,décident) } d’interdire les pronoms",{ .s(l’) }interdiction des pronoms{ .s( par { .sujet.tonique }) },,,10,1023,,,F,S
1039,,,"{ .a(publié,publier,publie,publies,publie,publions,publiez,publient) } { .sujet.comp_implicite(le premier { h }NFT) }","{ .s_comp(le ,lancement) } dans les { h }NFT",,,10,1024,sujet,,M,S
1040,,,"{ .sujet.se({ .est(lancé{ .sujet.es },lancer,lance,lances,lance,lançons,lancez,lancent) }) } dans les { h }NFT","{ .s_comp(le ,lancement) } dans les { h }NFT",,,10,1024,sujet,,M,S
1041,,,"{ .objet.coi({ .a(acheté,acheter,achète,achètes,achète,achetons,achetez,achètent) } un { h }NFT pour { .info.somme }) }",{ .s(l’) }achat d’un { h }NFT pour { .info.somme } { .objet.coi_explicite }{ .s( par { .sujet.tonique }) },,,10,1025,,,M,S
1042,,,"{ .objet.cod({ .a(trouvé,trouver,trouve,trouves,trouve,trouvons,trouvez,trouvent) }) } (suspect{ .sujet.es }|“sus”)","{ .s_comp(la ,suspicion) } envers { .objet.tonique }",{ .parce_que_motif },,10,1026,,,F,S
1043,{ .ou = s(( dans Among Us)?) },,"{ .a(vent,vent) }{ .ou }","{ .s_comp(la ,vent) }{ .ou }",,,10,,sujet,,F,S
1044,,{ .sujet.comp(le pass sanitaire) },est invalide,{ .s(l’) }invalidité { .sujet.comp(du pass sanitaire{ .sujet.s }) },,,5,,sujet,,F,S
1045,,{ .sujet.comp(le pass sanitaire) },est falsifié,{ .s(la ) }falsification { .sujet.comp(du pass sanitaire{ .sujet.s }) },,,5,,sujet,,F,S
1046,,,"{ .a(déboulonné,déboulonner,déboulonne,déboulonnes,déboulonne,déboulonnons,déboulonnez,déboulonnent) } { .objet.comp(la statue) }",{ .s(le ) }déboulonnage de { .objet.comp(la statue) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1027,sujet,objet,M,S
1047,,,"{ .a(décidé,décider,décide,décides,décide,décidons,décidez,décident) } de déboulonner { .objet.comp(la statue) }",{ .sujet.comp(la décision) } de déboulonner { .objet.comp(la statue) },,,10,1027,sujet,objet,F,S
1048,,{ .info.lieu.comp(des (habitants|riverains)) },se plaignent { `.dequoi ||= s(de la dégradation de|des travaux dans|des dégradations dans|de l’état déplorable de|du “saccage” de)` } leur ville,"l’exaspération ({ .info.lieu.comp(des habitants) }|des { .info.lieu.adj(M,P) }) face (à la dégradation|au “saccage”) de leur ville",,,10,1028,,,F,S
1049,,,{ .est() }woke{ .sujet.s },"{ .s_comp(le ,wokisme) }",,,10,,sujet,,M,S
1050,,,"{ .a(incarné,incarner,incarnerai,incarneras,incarnera,incarnerons,incarnerez,incarneront) } le prochain James Bond",{ .s(l’) }incarnation du prochain James Bond{ .s( par { .sujet.tonique }) },,,10,1029,,,F,S
1051,,,"{ .objet.cod({ .a(ratio,ratio) }) }",{ .objet.comp({ .s(le ) }ratio) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1054,sujet,objet,M,S
1052,,,"{ .a(annoncé,annoncer,annonce,annonces,annonce,annonçons,annoncez,annoncent) } Vatican 3",{ .s(l’) }annonce de Vatican 3{ .s(par { .sujet.tonique }) },,,10,1030,sujet,,F,S
1053,,,"{ .a(annoncé,annoncer,annonce,annonces,annonce,annonçons,annoncez,annoncent) } { .sujet.comp_implicite(la présence) } sur { Pers[1105].comp(la {h}ZiziCacaMixtape) }",{ .sujet.comp(la présence) } sur la {h}ZiziCacaMixtape,,,10,1031,,,F,S
1054,,,"{ .a(confirmé,confirmer,confirme,confirmes,confirme,confirmons,confirmez,confirment) } { .sujet.comp_implicite(la présence) } sur { Pers[1105].comp(la {h}ZiziCacaMixtape) }",{ .sujet.comp(la présence) } sur la {h}ZiziCacaMixtape,,,10,1031,,,F,S
1055,,,"{ .a(annoncé,annoncer,annonce,annonces,annonce,annonçons,annoncez,annoncent) } le tournage de Star Wars( épisode)? (10|X)",{ .s(l’) }annonce de Star Wars (10|X){ .s( par { .sujet.tonique }) },,,10,1032,,,F,S
1056,,,"{ .a(coupé,couper,coupe,coupes,coupe,coupons,coupez,coupent) } { .sujet.comp_implicite(les relations diplomatiques) } avec { .objet.tonique }","{ .s(l’) }arrêt { .s_comp(,des relations diplomatiques) } avec { .objet.tonique }",{ .parce_que_motif },,10,1033,sujet,objet,M,S
1057,,,"{ .a(annulé,annuler,annule,annules,annule,annulons,annulez,annulent) } un contrat de vente de sous-marins avec { .objet.tonique }","{ .s(l’) }annulation { .s_comp(,du contrat de vente de sous-marins) } avec { .objet.tonique }",,,10,,sujet,objet,F,S
1058,,,"{ .info.lieu.loc({ .a(déménagé,déménager,déménage,déménages,déménage,déménageons,déménagez,déménagent) }) }","{ .s_comp(le ,déménagement) } { .info.lieu.loc_explicite }",,,10,1034,sujet,,M,S
1059,,,"{ .est(entré{ .sujet.es },entrer,entre,entres,entre,entrons,entrez,entrent) } au Musée Grévin","{ .s_comp(l’,entrée) } au Musée Grévin",,,10,1036,,,F,S
1060,,,"{ .a(pris,prendre,prends,prends,prend,prenons,prenez,prennent) } de douche","{ .s_comp(l’,absence d’hygiène) }",,pas,10,,sujet,,F,S
1061,,,{ .etre } cringe{ .sujet.es },"{ .s_comp(le ,comportement cringe) }",,,10,,sujet,,M,S
1062,,,{ .etre } antivaxx,"{ .s_comp(la ,position antivaxx) }",,,10,,sujet,,F,S
1063,,,"{ .a(reconnu,reconnaître,reconnais,reconnais,reconnaît,reconnaissons,reconnaissez,reconnaissent) } les résultats des élections { .info.lieu.adj(F,P) }","{ .s(la ) }non-reconnaissance des résultats des élections { .info.lieu.adj(F,P) }{ .s( par { .sujet.tonique }) }",,pas,10,1037,sujet,,F,S
1064,,,"{ .a(refusé,refuser,refuse,refuses,refuse,refusons,refusez,refusent) } de reconnaître les résultats des élections { .info.lieu.adj(F,P) }","{ .s_comp(le ,refus) } de reconnaître le résultat des élections { .info.lieu.adj(F,P) }",,,10,1037,sujet,,M,S
1065,,,"{ .etre } { .sujet.gn(un,une,des,des) } trotskyste{ .sujet.s } infiltré{ .sujet.es }","{ .s_comp(le ,trotskysme) }",,,10,,sujet,,M,S
1066,,,{ .etre } en tête dans les sondages devant { `.acteur2 ||= .info.acteur`.tonique } et { `.acteur3 ||= .info.acteur`.tonique },"{ .s_comp(l’,avance) } dans les sondages",,,10,1038,,,F,S
1067,{ .objet ||= .info.acteur },,{ .etre } en tête dans les sondages devant { .objet.tonique },"{ .s_comp(l’,avance) } dans les sondages devant { .objet.tonique }",,,10,1038,sujet,objet,F,S
1068,,,"{ .a(commis,commettre,commets,commets,commet,commettons,commettez,commettent) } un outrage à agent","{ .s_comp(l’,outrage à agent) }",,,10,,sujet,,M,S
1069,,,{ .avoir } un emploi fictif,"{ .s_comp(l’,emploi fictif) }",,,10,,sujet,,M,S
1070,,,"{ .a(fait,faire,fais,fais,fait,faisons,faites,font) } { .sujet.comp_implicite(le retour) } sur le devant de la scène","{ .s_comp(le ,retour sur le devant de la scène) }",,,10,1039,,,M,S
1071,,,"{ .a(subi,subir,subis,subis,subit,subissons,subissez,subissent) } un ratio","{ .s_comp(le ,ratio) }",,,10,,,sujet,M,S
1072,,,"{ .a(subi,subir,subis,subis,subit,subissons,subissez,subissent) } { .objet.comp(un ratio) }",{ .objet.comp(le ratio) } subi par { .sujet.tonique },,,10,,objet,sujet,M,S
1073,,,"{ .a(dit,dire,dis,dis,dit,disons,dites,disent) } que la police tuait","{ .s_comp(la ,déclaration que la police tuait) }",,,10,,sujet,,F,S
1074,,,{ .etre } toujours en vie,"{ .s_comp(l’,existence) }",,,10,1040,,,F,S
1075,,,"{ .a(sorti,sortir,sors,sors,sort,sortons,sortez,sortent) } un roman policier intitulé “En Fait C’était { .info.qui }”",{ .sujet.comp(le nouveau roman policier) } intitulé “En Fait C’était { .info.qui }”,,,10,1041,,,M,S
1076,{ .mouv = s(La { .info.bord } avec { .objet.nom }) },,"{ .a(lancé,lancer,lance,lances,lance,lançons,lancez,lancent) } le mouvement “{ .mouv }”",{ .s(le ) }lancement du mouvement “{ .mouv }”{ .s( par { .sujet.tonique }) },,,10,1042,,,M,S
1077,,,"{ .objet.cod({ .a(annexé,annexer,annexe,annexes,annexe,annexons,annexez,annexent) }) }",{ .objet.comp({ .s(l’) }annexion) }{ .s( par { .sujet.tonique }) },,,10,1043,sujet,,F,S
1078,,,"{ .objet.cod({ .a(envahi,envahir,envahis,envahis,envahit,envahissons,envahissez,envahissent) }) }",{ .objet.comp({ .s(l’) }invasion) }{ .s( par { .sujet.tonique }) },,,10,1044,sujet,,F,S
1079,,,"{ .etre } moqué{ .sujet.es }, ridiculisé{ .sujet.es } sur les réseaux simplement parce { que({ .sujet.sujet_implicite({ .sujet.etait }) }) } con{ .sujet.gn(,ne,s,nes) }","{ .s_comp(le ,harcèlement) }",,,10,1045,,sujet,M,S
1080,,,"{ .a(pété et chié,péter et chier) }","{ .s_comp(les ,pets) } et { .s_comp(la ,merde) }",,,10,1056,sujet,,M,P
1081,,,"{ .a(volé,voler,vole,voles,vole,volons,volez,volent) } { .objet.comp(la plus-value) }",{ .s(le ) }vol de { .objet.comp(la plus-value) }{ .s( par { .sujet.tonique }) },,,10,,sujet,objet,M,S
1082,,,"{ .a(appelé,appeler,appelle,appelles,appelle,appelons,appelez,appellent) } à voter { .info.acteur1.vocatif } pour { .objet.coi(faire barrage) }","{ .s_comp(l’,appel) } à voter { .info.acteur1.vocatif } pour { .objet.coi(faire barrage) }",,,10,1046,sujet,objet,M,S
1083,,,{ .etre } en cavale,"{ .s_comp(la ,cavale) }","après { .info.motif.val(forme: (verbale|nominale), temps: infinitif_passe, coupable: { action1083sujet = .sujet } action1083sujet, mettre_sujet: true) }",,10,1047,,,F,S
1084,"{ .lieu = Lieu; .de = rand(1950,1985); .to = rand(1986,2020) }",,"{ .lieu.loc({ .a(commis,commettre,commets,commets,commet,commettons,commettez,commettent) } de nombreux crimes) } entre { .de } à { .to }",de nombreux crimes commis{ .s( par { .sujet.tonique }) } { .lieu.loc_explicite } entre { .de } et { .to },,,10,,sujet,,M,P
1085,,,"{ .a(fumé,fumer,fume,fumes,fume,fumons,fumez,fument) } un joint","{ .s_comp(la ,consommation de joint) }",,,10,,sujet,,F,S
1086,,,"{ .a(utilisé,utiliser,utilise,utilises,utilise,utilisons,utilisez,utilisent) } l’écriture inclusive",{ .s(l’) }utilisation de l’écriture inclusive{ .s( par { .sujet.tonique }) },,,10,,sujet,,F,S
1087,,,"{ .objet.cod({ .a(cité,citer,cite,cites,cite,citons,citez,citent) }) } en privé",{ .objet.comp({ .s(la ) }citation) }{ .s( par { .sujet.tonique }) } en privé,,,10,,sujet,objet,F,S
1088,{ .philippe = Pers[48] },,"{ .sujet.se({ .est(moqué,moquer,moque,moques,moque,moquons,moquez,moquent) }) } de { .philippe.comp(la barge) }","{ .s_comp(la ,moquerie) } envers { .philippe.comp(la barbe) }",,,10,,sujet,,F,S
1089,,,"{ .sujet.se({ .est(moqué,moquer,moque,moques,moque,moquons,moquez,moquent) }) } de { .objet.comp(la calvitie) }","{ .s_comp(la ,moquerie) } envers { .objet.comp(la calvitie) }",,,10,,sujet,objet,F,S
1090,,,{ .etre } exclu{ .sujet.es } { .objet.comp_explicite },"{ .s_comp(l’,exclusion) } { .objet.comp_explicite }",{ .pour_motif }|{ .parce_que_motif },,10,1048,,sujet,F,S
1091,,,"{ .a(niqué,niquer,nique,niques,nique,niquons,niquez,niquent) } { .objet.comp(la femme) }","{ .s_comp(l’,aventure) } avec { .objet.comp(la femme) }",,,10,,sujet,objet,F,S
1092,,,"{ .a(lancé,lancer,lance,lances,lance,lançons,lancez,lancent) } ({ .sujet.comp_implicite(la cryptomonnaie) }|{ voy({ .info.crypto },l’{ .info.crypto },le { .info.crypto }) })",{ .s(le ) }lancement de { .sujet.comp(la cryptomonnaie) },,,10,1049,,,M,S
1093,,,"{ .a(créé,créer,crée,crées,crée,créons,créez,créent) } une communauté aux atours de secte",{ .s(la ) }création d’une secte{ .s( par { .sujet.tonique }) },,,10,1050,sujet,,F,S
1094,,,"{ .a(proclamé,proclamer,proclame,proclames,proclame,proclamons,proclamez,proclament) } la commune { .info.lieu.comp_explicite }",{ .s(la ) }proclamation de la commune { .info.lieu.comp_explicite }{ .s( par { .sujet.tonique }) },,,10,1051,sujet,,F,S
1095,,,"{ .objet.coi({ .a(fait,faire,fais,fais,fait,faisons,faisez,font) } un rond avec les doigts) }","{ .s_comp(le ,rond avec les doigts) } { .objet.coi_explicite }",,,10,,sujet,objet,M,S
1096,,,{ .etre } mis{ .sujet.es } au coin,"{ .s_comp(la ,mise au coin) }",{ .pour_motif }|{ .parce_que_motif },,10,1052,,sujet,F,S
1097,,,"{ .a(décidé,décider,décide,décides,décide,décidons,décidez,décident) } d’imprimer plus de billets","{ .s_comp(la ,décision) } d’imprimer plus de billets",,,10,1053,,,F,S
1098,,,"{ .a(imprimé,imprimer,imprime,imprimes,imprime,imprimons,imprimez,impriment) } plus de billets",{ .s(l’) }impression de plus de billets{ .s( par { .sujet.tonique }) },,,10,1053,,,F,S
1099,,,"{ .sujet.se({ .est(fait{ .sujet.es },faire,fais,fais,fait,faisons,faisez,font) } ratio) }",{ .sujet.comp(le ratio) } par { .objet.tonique },{ .pour_motif },,10,1055,objet,sujet,M,S
1100,,,"{ .a(fait,faire,fais,fais,fait,faisons,faites,font) } des expériences scientifiques non-réglementaires sur { .objet.tonique }",{ .s(la ) }réalisation d’expériences scientifiques{ .s( par { .sujet.tonique }) } sur { .objet.tonique },,,10,,sujet,objet,F,S
1101,,,"{ .a(mis,mettre,mets,mets,met,mettons,mettez,mettent) } de la crème dans la carbonara",{ .s(l’) }ajout de crème dans la carbonara{ .s( par { .sujet.tonique }) },,,10,,sujet,,M,S
1102,,,"{ .a(coupé,couper,coupe,coupes,coupe,coupons,coupez,coupent) } ses spaghetti","{ .s({ .sujet.comp(l’habitude) } à couper les,coupage de) } spaghetti",,,10,,sujet,,F,S
1103,,,"{ .a(fait,faire,fais,fais,fait,faisons,faites,font) } partie de la mafia bretonne","{ .s_comp(l’,appartenance) } à la mafia bretonne",,,10,,sujet,,F,S
1104,"{ e = .objet.tonique; .de = voy({ e },d’{ e },de { e }) }",,{ .etre } renvoyé{ .sujet.es } { .de },"{ .s_comp(le ,licenciement) } { .de }",{ .pour_motif }|{ .parce_que_motif },,10,1057,,sujet,M,S
1105,,,"{ .objet.cod({ .a(atomisé,atomiser,atomise,atomises,atomise,atomisons,atomisez,atomisent) }) } avec les faits et la logique",{ .objet.comp({ .s(l’) }atomisation) }{ .s( par { .sujet.tonique }) } avec les faits et la logique,,,10,1058,sujet,objet,F,S
1106,,,"{ .a(tenu,tenir,tiens,tiens,tient,tenons,tenez,tiennent) } des propos misogynes","{ .s_comp(la ,misogynie) }",,,10,,sujet,,F,S
1107,{ .aides = s(financières|covid); .quoi = s(une carte Pokémon|un booster Pokémon|une carte Pokémon shiny) },,"{ .a(détourné,détourner,détourne,détournes,détourne,détournons,détournez,détournent) } des aides { .aides } pour s’acheter { .quoi }",{ .s(le ) }détournement d’aides { .aides }{ .s( par { .sujet.tonique }) } pour s’acheter { .quoi },,,10,1059,sujet,,M,S
1108,,,"{ .a(dit,dire,dis,dis,dit,disons,dites,disent) } “la loi stipule”",{ .s(la ) }déclaration “la loi stipule”{ .s( par { .sujet.tonique }) },,,10,,sujet,,F,S
1109,,,{ .etre } victime{ .sujet.s } du wokisme,"{ .s_comp(la ,mise à pied) } par le wokisme",{ .parce_que_motif },,10,1060,,sujet,F,S
1110,,,"{ .objet.cod({ .a(supprimé,supprimer,supprime,supprimes,supprime,supprimons,supprimez,suppriment) }) } { .sujet.pn(mes,tes,ses,nos,vos,leurs) } amis Facebook",{ .objet.comp({ .s(la ) }suppression) } { .sujet.comp(des amis Facebook) },{ .parce_que_motif },,10,1061,sujet,objet,F,S
1111,,,{ .etre } pendu{ .sujet.es } en place publique,"{ .s_comp(la ,pendaison en place publique) }",{ .pour_motif },,10,1062,,sujet,F,S
1112,,,"{ .a(détourné,détourner,détourne,détournes,détourne,détournons,détournez,détournent) } les dons du { h }ZEvent","{ .s_comp(le ,détournement) } des dons du { h }ZEvent",,,10,,sujet,,M,S
1113,,,"{ .objet.coi({ .a(retiré,retirer,retire,retires,retire,retirons,retirez,retirent) } { .sujet.comp_implicite(le soutien) }) }","{ .s_comp(le ,soutien) } retiré { .objet.coi_explicite }",{ .parce_que_motif },,10,1063,sujet,objet,M,S
1114,,,"{ .objet.coi({ .a(réaffirmé,réaffirmer,réaffirme,réaffirmes,réaffirme,réaffirmons,réaffirmez,réaffirment) } { .sujet.comp_implicite(le soutien) }) }","{ .s_comp(le ,soutien) } réaffirmé { .objet.coi_explicite }","qui { .info.motif.val(victime: { action1114objet = .objet } action1114objet, temps: passe, mettre_sujet: false) }",,10,1064,,,M,S
1115,,,"{ .a(refusé,refuser,refuse,refuses,refuse,refusons,refusez,refusent) } de reconnaître { .objet.comp(la souveraineté) }","{ .s_comp(le ,refus) } de reconnaître { .objet.comp(la souveraineté) }",,,10,1065,sujet,,M,S
1116,,,"{ .objet.cod({ .a(accusé,accuser,accuse,accuses,accuse,accusons,accusez,accusent) }) } de ne pas être un vrai pays","{ .s_comp(le ,refus) } de reconnaître { .objet.comp(la souveraineté) }",,,10,1065,sujet,,M,S
1117,,,"{ .sujet.se({ .est(tatoué{ .sujet.es },tatouer,tatoue,tatoues,tatoue,tatouons,tatouez,tatouent) }) } { .objet.comp(un dessin) } sans { .objet.comp_implicite(l’accord) }","{ .s_comp(le ,tatouage) } { .objet.comp(d’un dessin) } sans { .objet.comp_implicite(l’accord) }",,,10,,sujet,objet,M,S
1118,,,"{ .objet.cod({ .a(fait,faire,fais,fais,fait,faisons,faisez,font) } dissoudre) }",{ .objet.comp({ .s(la ) }dissolution) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1066,,,F,S
1119,,,"{ .a(décidé,décider,décide,décides,décide,décidons,décidez,décident) } de { .objet.cod(dissoudre) }",{ .objet.comp({ .s(la ) }dissolution) }{ .s( par { .sujet.tonique }) },{ .parce_que_motif },,10,1066,sujet,objet,F,S
1120,,,"{ .a(annoncé,annoncer,annonce,annonces,annonce,annonçons,annoncez,annoncent) } { que({ .info.act.val(mettre_sujet: true, temps: passe) }) } par erreur",{ .info.act.val(forme: nominale).comp({ .s(l’) }annonce) } par erreur,,,10,1067,sujet,,F,S
1121,,,"{ .a(annoncé,annoncer,annonce,annonces,annonce,annonçons,annoncez,annoncent) } par erreur { que({ .info.act.val(mettre_sujet: true, temps: passe) }) }",{ .info.act.val(forme: nominale).comp({ .s(l’) }annonce par erreur) },,,10,1067,sujet,,F,S
1122,,,"{ .est(devenu{ .sujet.es },devenir,deviens,deviens,devient,devenons,devenez,deviennent) } le joker","{ .s_comp(la ,jokerisation) }","après { .info.motif.val(forme: (verbale|nominale), temps: infinitif_passe, victime: { action1122sujet = .sujet } action1122sujet, mettre_sujet: true) }",,10,1068,,sujet,F,S
1123,,,"{ .a(fait,faire,fais,fais,fait,faisons,faites,font) } un clique-droit sur un { h }NFT","{ .s_comp(le ,clique-droit) } sur un { h }NFT",,,10,,sujet,,M,S
1124,,rien,ne se passe,l’absence d’actualité,,,10,1069,,,F,S
1125,,,"{ .etre } { .sujet.gn(un gros fils de pute,une enfant de putain,des gros fils de putes,des enfants de putains) }","{ .s_comp(la ,fils-de-puterie) }",,,2,1070,sujet,,F,S
1126,,,"{ .a(lavé,laver,lave,laves,lave,lavons,lavez,lavent) } { .sujet.comp_implicite(le riz) }","{ .s_comp(le ,non-lavage du riz) }",,pas,10,,sujet,,M,S
1127,,le variant { .info.lettre },{ .info.lieu.loc(a été découvert) },la découverte du variant { .info.lettre } { .info.lieu.loc_explicite },,,10,1071,,,F,S
1128,,,"{ .a(souhaité,souhaiter,souhaite,souhaites,souhaite,souhaitons,souhaitez,souhaitent) } un “fantastique décembre” au lieu d’un “joyeux Noël”",{ .s(la ) }célébration d’un “fantastique décembre” au lieu de “joyeux Noël”{ .s( par { .sujet.tonique }) },,,10,,sujet,,F,S
1129,,,"{ .info.lieu.loc({ .a(établi,établir,établis,établis,établit,établissons,établissez,établissent) } le communisme) }",{ .s(l’) }établissement du communisme { .info.lieu.loc_explicite }{ .s( par { .sujet.tonique }) },,,10,1072,sujet,,M,S
1130,,,"{ .a(mis,mettre,mets,mets,met,mettons,mettez,mettent) } en place le communisme",{ .s(la ) }mise en place du communisme{ .s( { .sujet.loc_explicite }) },,,10,1073,,,F,S
1131,,,"{ .objet.cod({ .a(forcefem,forcefem) }) }",{ .objet.comp({ .s(le ) }forcefem) }{ .s( par { .sujet.tonique }) },,,10,,sujet,objet,M,S
1132,,,"{ .a(dit,dire,dis,dis,dit,disons,dites,disent) } { que({ .info.lieu }) } { .info.lieu.etait } un pays de merde","{ .s_comp(l’,insulte) } { .info.lieu.coi_explicite }",,,10,1074,sujet,,F,S
